logical_instance	family_display	family_key	parameters	status_120s	tlsf
round_robin_arbiter_unreal1_pb_3_11_pe_.ltl	round_robin_arbiter_unreal1	param:tlsf/round_robin_arbiter_unreal/parametric/round_robin_arbiter_unreal1.tlsf	{"n": 3, "u": 11}	unsolved	tlsf-corpus/round_robin_arbiter_unreal1_pb_3_11_pe_.tlsf
round_robin_arbiter_unreal1_pb_3_12_pe_.ltl	round_robin_arbiter_unreal1	param:tlsf/round_robin_arbiter_unreal/parametric/round_robin_arbiter_unreal1.tlsf	{"n": 3, "u": 12}	unsolved	tlsf-corpus/round_robin_arbiter_unreal1_pb_3_12_pe_.tlsf
round_robin_arbiter_unreal1_pb_3_13_pe_.ltl	round_robin_arbiter_unreal1	param:tlsf/round_robin_arbiter_unreal/parametric/round_robin_arbiter_unreal1.tlsf	{"n": 3, "u": 13}	unsolved	tlsf-corpus/round_robin_arbiter_unreal1_pb_3_13_pe_.tlsf
round_robin_arbiter_unreal1_pb_3_14_pe_.ltl	round_robin_arbiter_unreal1	param:tlsf/round_robin_arbiter_unreal/parametric/round_robin_arbiter_unreal1.tlsf	{"n": 3, "u": 14}	unsolved	tlsf-corpus/round_robin_arbiter_unreal1_pb_3_14_pe_.tlsf
round_robin_arbiter_unreal1_pb_3_15_pe_.ltl	round_robin_arbiter_unreal1	param:tlsf/round_robin_arbiter_unreal/parametric/round_robin_arbiter_unreal1.tlsf	{"n": 3, "u": 15}	unsolved	tlsf-corpus/round_robin_arbiter_unreal1_pb_3_15_pe_.tlsf
round_robin_arbiter_unreal1_pb_3_16_pe_.ltl	round_robin_arbiter_unreal1	param:tlsf/round_robin_arbiter_unreal/parametric/round_robin_arbiter_unreal1.tlsf	{"n": 3, "u": 16}	unsolved	tlsf-corpus/round_robin_arbiter_unreal1_pb_3_16_pe_.tlsf
round_robin_arbiter_unreal1_pb_3_1_pe_.ltl	round_robin_arbiter_unreal1	param:tlsf/round_robin_arbiter_unreal/parametric/round_robin_arbiter_unreal1.tlsf	{"n": 3, "u": 1}	solved	tlsf-corpus/round_robin_arbiter_unreal1_pb_3_1_pe_.tlsf
round_robin_arbiter_unreal1_pb_3_20_pe_.ltl	round_robin_arbiter_unreal1	param:tlsf/round_robin_arbiter_unreal/parametric/round_robin_arbiter_unreal1.tlsf	{"n": 3, "u": 20}	unsolved	tlsf-corpus/round_robin_arbiter_unreal1_pb_3_20_pe_.tlsf
round_robin_arbiter_unreal1_pb_3_22_pe_.ltl	round_robin_arbiter_unreal1	param:tlsf/round_robin_arbiter_unreal/parametric/round_robin_arbiter_unreal1.tlsf	{"n": 3, "u": 22}	unsolved	tlsf-corpus/round_robin_arbiter_unreal1_pb_3_22_pe_.tlsf
round_robin_arbiter_unreal1_pb_3_2_pe_.ltl	round_robin_arbiter_unreal1	param:tlsf/round_robin_arbiter_unreal/parametric/round_robin_arbiter_unreal1.tlsf	{"n": 3, "u": 2}	solved	tlsf-corpus/round_robin_arbiter_unreal1_pb_3_2_pe_.tlsf
round_robin_arbiter_unreal1_pb_3_3_pe_.ltl	round_robin_arbiter_unreal1	param:tlsf/round_robin_arbiter_unreal/parametric/round_robin_arbiter_unreal1.tlsf	{"n": 3, "u": 3}	solved	tlsf-corpus/round_robin_arbiter_unreal1_pb_3_3_pe_.tlsf
round_robin_arbiter_unreal1_pb_3_4_pe_.ltl	round_robin_arbiter_unreal1	param:tlsf/round_robin_arbiter_unreal/parametric/round_robin_arbiter_unreal1.tlsf	{"n": 3, "u": 4}	solved	tlsf-corpus/round_robin_arbiter_unreal1_pb_3_4_pe_.tlsf
round_robin_arbiter_unreal1_pb_3_50_pe_.ltl	round_robin_arbiter_unreal1	param:tlsf/round_robin_arbiter_unreal/parametric/round_robin_arbiter_unreal1.tlsf	{"n": 3, "u": 50}	unsolved	tlsf-corpus/round_robin_arbiter_unreal1_pb_3_50_pe_.tlsf
round_robin_arbiter_unreal1_pb_3_5_pe_.ltl	round_robin_arbiter_unreal1	param:tlsf/round_robin_arbiter_unreal/parametric/round_robin_arbiter_unreal1.tlsf	{"n": 3, "u": 5}	solved	tlsf-corpus/round_robin_arbiter_unreal1_pb_3_5_pe_.tlsf
round_robin_arbiter_unreal1_pb_3_6_pe_.ltl	round_robin_arbiter_unreal1	param:tlsf/round_robin_arbiter_unreal/parametric/round_robin_arbiter_unreal1.tlsf	{"n": 3, "u": 6}	solved	tlsf-corpus/round_robin_arbiter_unreal1_pb_3_6_pe_.tlsf
round_robin_arbiter_unreal1_pb_3_7_pe_.ltl	round_robin_arbiter_unreal1	param:tlsf/round_robin_arbiter_unreal/parametric/round_robin_arbiter_unreal1.tlsf	{"n": 3, "u": 7}	solved	tlsf-corpus/round_robin_arbiter_unreal1_pb_3_7_pe_.tlsf
round_robin_arbiter_unreal1_pb_3_8_pe_.ltl	round_robin_arbiter_unreal1	param:tlsf/round_robin_arbiter_unreal/parametric/round_robin_arbiter_unreal1.tlsf	{"n": 3, "u": 8}	solved	tlsf-corpus/round_robin_arbiter_unreal1_pb_3_8_pe_.tlsf
round_robin_arbiter_unreal1_pb_3_9_pe_.ltl	round_robin_arbiter_unreal1	param:tlsf/round_robin_arbiter_unreal/parametric/round_robin_arbiter_unreal1.tlsf	{"n": 3, "u": 9}	unsolved	tlsf-corpus/round_robin_arbiter_unreal1_pb_3_9_pe_.tlsf
round_robin_arbiter_unreal1_pb_4_10_pe_.ltl	round_robin_arbiter_unreal1	param:tlsf/round_robin_arbiter_unreal/parametric/round_robin_arbiter_unreal1.tlsf	{"n": 4, "u": 10}	unsolved	tlsf-corpus/round_robin_arbiter_unreal1_pb_4_10_pe_.tlsf
round_robin_arbiter_unreal1_pb_4_11_pe_.ltl	round_robin_arbiter_unreal1	param:tlsf/round_robin_arbiter_unreal/parametric/round_robin_arbiter_unreal1.tlsf	{"n": 4, "u": 11}	unsolved	tlsf-corpus/round_robin_arbiter_unreal1_pb_4_11_pe_.tlsf
round_robin_arbiter_unreal1_pb_4_12_pe_.ltl	round_robin_arbiter_unreal1	param:tlsf/round_robin_arbiter_unreal/parametric/round_robin_arbiter_unreal1.tlsf	{"n": 4, "u": 12}	unsolved	tlsf-corpus/round_robin_arbiter_unreal1_pb_4_12_pe_.tlsf
round_robin_arbiter_unreal1_pb_4_13_pe_.ltl	round_robin_arbiter_unreal1	param:tlsf/round_robin_arbiter_unreal/parametric/round_robin_arbiter_unreal1.tlsf	{"n": 4, "u": 13}	unsolved	tlsf-corpus/round_robin_arbiter_unreal1_pb_4_13_pe_.tlsf
round_robin_arbiter_unreal1_pb_4_14_pe_.ltl	round_robin_arbiter_unreal1	param:tlsf/round_robin_arbiter_unreal/parametric/round_robin_arbiter_unreal1.tlsf	{"n": 4, "u": 14}	unsolved	tlsf-corpus/round_robin_arbiter_unreal1_pb_4_14_pe_.tlsf
round_robin_arbiter_unreal1_pb_4_15_pe_.ltl	round_robin_arbiter_unreal1	param:tlsf/round_robin_arbiter_unreal/parametric/round_robin_arbiter_unreal1.tlsf	{"n": 4, "u": 15}	unsolved	tlsf-corpus/round_robin_arbiter_unreal1_pb_4_15_pe_.tlsf
round_robin_arbiter_unreal1_pb_4_1_pe_.ltl	round_robin_arbiter_unreal1	param:tlsf/round_robin_arbiter_unreal/parametric/round_robin_arbiter_unreal1.tlsf	{"n": 4, "u": 1}	solved	tlsf-corpus/round_robin_arbiter_unreal1_pb_4_1_pe_.tlsf
round_robin_arbiter_unreal1_pb_4_2_pe_.ltl	round_robin_arbiter_unreal1	param:tlsf/round_robin_arbiter_unreal/parametric/round_robin_arbiter_unreal1.tlsf	{"n": 4, "u": 2}	solved	tlsf-corpus/round_robin_arbiter_unreal1_pb_4_2_pe_.tlsf
round_robin_arbiter_unreal1_pb_4_3_pe_.ltl	round_robin_arbiter_unreal1	param:tlsf/round_robin_arbiter_unreal/parametric/round_robin_arbiter_unreal1.tlsf	{"n": 4, "u": 3}	solved	tlsf-corpus/round_robin_arbiter_unreal1_pb_4_3_pe_.tlsf
round_robin_arbiter_unreal1_pb_4_4_pe_.ltl	round_robin_arbiter_unreal1	param:tlsf/round_robin_arbiter_unreal/parametric/round_robin_arbiter_unreal1.tlsf	{"n": 4, "u": 4}	solved	tlsf-corpus/round_robin_arbiter_unreal1_pb_4_4_pe_.tlsf
round_robin_arbiter_unreal1_pb_4_5_pe_.ltl	round_robin_arbiter_unreal1	param:tlsf/round_robin_arbiter_unreal/parametric/round_robin_arbiter_unreal1.tlsf	{"n": 4, "u": 5}	solved	tlsf-corpus/round_robin_arbiter_unreal1_pb_4_5_pe_.tlsf
round_robin_arbiter_unreal1_pb_4_6_pe_.ltl	round_robin_arbiter_unreal1	param:tlsf/round_robin_arbiter_unreal/parametric/round_robin_arbiter_unreal1.tlsf	{"n": 4, "u": 6}	unsolved	tlsf-corpus/round_robin_arbiter_unreal1_pb_4_6_pe_.tlsf
round_robin_arbiter_unreal1_pb_4_7_pe_.ltl	round_robin_arbiter_unreal1	param:tlsf/round_robin_arbiter_unreal/parametric/round_robin_arbiter_unreal1.tlsf	{"n": 4, "u": 7}	unsolved	tlsf-corpus/round_robin_arbiter_unreal1_pb_4_7_pe_.tlsf
round_robin_arbiter_unreal1_pb_4_8_pe_.ltl	round_robin_arbiter_unreal1	param:tlsf/round_robin_arbiter_unreal/parametric/round_robin_arbiter_unreal1.tlsf	{"n": 4, "u": 8}	unsolved	tlsf-corpus/round_robin_arbiter_unreal1_pb_4_8_pe_.tlsf
round_robin_arbiter_unreal1_pb_4_9_pe_.ltl	round_robin_arbiter_unreal1	param:tlsf/round_robin_arbiter_unreal/parametric/round_robin_arbiter_unreal1.tlsf	{"n": 4, "u": 9}	unsolved	tlsf-corpus/round_robin_arbiter_unreal1_pb_4_9_pe_.tlsf
round_robin_arbiter_unreal2_pb_2_pe_.ltl	round_robin_arbiter_unreal2	param:tlsf/round_robin_arbiter_unreal/parametric/round_robin_arbiter_unreal2.tlsf	{"n": 2}	solved	tlsf-corpus/round_robin_arbiter_unreal2_pb_2_pe_.tlsf
round_robin_arbiter_unreal2_pb_3_pe_.ltl	round_robin_arbiter_unreal2	param:tlsf/round_robin_arbiter_unreal/parametric/round_robin_arbiter_unreal2.tlsf	{"n": 3}	solved	tlsf-corpus/round_robin_arbiter_unreal2_pb_3_pe_.tlsf
round_robin_arbiter_unreal2_pb_4_pe_.ltl	round_robin_arbiter_unreal2	param:tlsf/round_robin_arbiter_unreal/parametric/round_robin_arbiter_unreal2.tlsf	{"n": 4}	solved	tlsf-corpus/round_robin_arbiter_unreal2_pb_4_pe_.tlsf
round_robin_arbiter_unreal2_pb_5_pe_.ltl	round_robin_arbiter_unreal2	param:tlsf/round_robin_arbiter_unreal/parametric/round_robin_arbiter_unreal2.tlsf	{"n": 5}	unsolved	tlsf-corpus/round_robin_arbiter_unreal2_pb_5_pe_.tlsf
round_robin_arbiter_unreal2_pb_6_pe_.ltl	round_robin_arbiter_unreal2	param:tlsf/round_robin_arbiter_unreal/parametric/round_robin_arbiter_unreal2.tlsf	{"n": 6}	unsolved	tlsf-corpus/round_robin_arbiter_unreal2_pb_6_pe_.tlsf
round_robin_arbiter_unreal2_pb_7_pe_.ltl	round_robin_arbiter_unreal2	param:tlsf/round_robin_arbiter_unreal/parametric/round_robin_arbiter_unreal2.tlsf	{"n": 7}	unsolved	tlsf-corpus/round_robin_arbiter_unreal2_pb_7_pe_.tlsf
simple_arbiter_enc_pb_10_pe_.ltl	simple_arbiter_enc	param:tlsf/simple_arbiter_log/parametric/simple_arbiter_enc.tlsf	{"n": 10}	unsolved	tlsf-corpus/simple_arbiter_enc_pb_10_pe_.tlsf
simple_arbiter_enc_pb_11_pe_.ltl	simple_arbiter_enc	param:tlsf/simple_arbiter_log/parametric/simple_arbiter_enc.tlsf	{"n": 11}	unsolved	tlsf-corpus/simple_arbiter_enc_pb_11_pe_.tlsf
simple_arbiter_enc_pb_12_pe_.ltl	simple_arbiter_enc	param:tlsf/simple_arbiter_log/parametric/simple_arbiter_enc.tlsf	{"n": 12}	unsolved	tlsf-corpus/simple_arbiter_enc_pb_12_pe_.tlsf
simple_arbiter_enc_pb_13_pe_.ltl	simple_arbiter_enc	param:tlsf/simple_arbiter_log/parametric/simple_arbiter_enc.tlsf	{"n": 13}	unsolved	tlsf-corpus/simple_arbiter_enc_pb_13_pe_.tlsf
simple_arbiter_enc_pb_14_pe_.ltl	simple_arbiter_enc	param:tlsf/simple_arbiter_log/parametric/simple_arbiter_enc.tlsf	{"n": 14}	unsolved	tlsf-corpus/simple_arbiter_enc_pb_14_pe_.tlsf
simple_arbiter_enc_pb_15_pe_.ltl	simple_arbiter_enc	param:tlsf/simple_arbiter_log/parametric/simple_arbiter_enc.tlsf	{"n": 15}	unsolved	tlsf-corpus/simple_arbiter_enc_pb_15_pe_.tlsf
simple_arbiter_enc_pb_16_pe_.ltl	simple_arbiter_enc	param:tlsf/simple_arbiter_log/parametric/simple_arbiter_enc.tlsf	{"n": 16}	unsolved	tlsf-corpus/simple_arbiter_enc_pb_16_pe_.tlsf
simple_arbiter_enc_pb_32_pe_.ltl	simple_arbiter_enc	param:tlsf/simple_arbiter_log/parametric/simple_arbiter_enc.tlsf	{"n": 32}	unsolved	tlsf-corpus/simple_arbiter_enc_pb_32_pe_.tlsf
simple_arbiter_enc_pb_8_pe_.ltl	simple_arbiter_enc	param:tlsf/simple_arbiter_log/parametric/simple_arbiter_enc.tlsf	{"n": 8}	unsolved	tlsf-corpus/simple_arbiter_enc_pb_8_pe_.tlsf
